,Unnamed: 0,einID,einStichtag,einRPOM,einEOM,strkey,Hausnummer_Zusatz,PLZ,einKLRG,Schulbezirk,einGebID,einWohnsitzart,Geschlecht,Religion,Staatange#1,Staatange#2,ADA,einGeburtstag,einAlter,einAlter_Monate,einZuzugsdatum,einZuzugsalter,einFamiliebestand,einPartner_geschlecht,einPartner_Staatangehörigkeit,einEhestaat
43993,43993,27102,2025-06-30,0,0,175,38,67069,23410531,530,0,40,2,rk,137,,3,1997-07-24,28,337,1997-07-24,28,1,9,998,9
173251,173251,129635,2025-06-30,0,0,948,56,67071,31360131,430,0,40,2,so,125,,3,1990-04-19,35,424,2018-12-01,6,2,1,125,3
100927,100927,156524,2025-06-30,0,0,530,24,67063,13140331,710,0,40,2,oa,125,,3,2002-04-22,23,280,2020-08-01,5,2,1,125,3
162085,162085,50039,2025-06-30,0,0,884,7,67061,12340821,130,0,40,1,ev,0,,1,1952-02-27,73,882,1994-12-01,30,2,2,0,1
115235,115235,62539,2025-06-30,0,0,609,39,67067,52141821,230,0,40,2,ev,0,168.0,2,1964-12-24,60,728,2025-01-01,0,4,9,998,9
92386,92386,95262,2025-06-30,0,0,457,4,67061,12280331,120,0,40,2,oa,0,170.0,2,2004-01-09,21,260,2004-01-09,21,2,1,150,2
179602,179602,15480,2025-06-30,0,0,984,19,67061,12220211,120,0,40,2,oa,163,,3,1961-01-04,64,776,1996-01-01,29,2,1,998,9
170786,170786,79922,2025-06-30,0,0,930,3,67069,22110241,520,0,40,2,oa,0,,1,1950-11-11,74,898,2025-01-01,0,4,9,998,9
21302,21302,115399,2025-06-30,0,0,1127,1,67071,31161811,410,0,40,1,oa,0,137.0,2,2012-12-31,12,152,2016-10-05,8,1,9,998,9
66273,66273,14944,2025-06-30,0,0,28,1,67067,42100441,320,0,20,2,rk,0,,1,1956-05-12,69,832,1972-09-28,52,2,1,998,9
38565,38565,141533,2025-06-30,0,0,146,31,67061,12230211,120,0,40,1,so,451,,3,2010-04-27,15,184,2019-10-01,5,1,9,998,9
97081,97081,142371,2025-06-30,0,0,482,45,67069,21131021,510,0,40,1,oa,122,,3,1996-05-19,29,351,2024-12-03,0,5,9,998,9
167485,167485,52115,2025-06-30,0,0,914,68,67069,22160311,520,0,40,1,oa,0,,1,1953-01-28,72,871,1983-10-31,41,2,2,0,1
89159,89159,136900,2025-06-30,0,0,438,27,67059,11220522,110,0,40,2,oa,154,,3,1973-09-15,52,624,2019-08-01,6,2,1,154,3
80418,80418,106845,2025-06-30,0,0,382,29,67067,41221411,330,0,40,2,oa,0,,1,2011-10-03,13,167,2011-10-03,13,1,9,998,9
86468,86468,59904,2025-06-30,0,0,427,19,67071,31310731,420,0,40,2,so,163,,3,1971-09-10,54,648,2000-03-28,25,2,1,163,3
93353,93353,48972,2025-06-30,0,0,469,11,67067,41230321,330,0,40,2,oa,0,,1,1942-06-08,83,999,1942-06-08,83,3,9,998,9
46911,46911,98834,2025-06-30,0,0,180,8,67067,41320412,240,0,40,1,ev,0,,1,1975-12-01,49,597,2021-11-14,3,4,9,998,9
28301,28301,119376,2025-06-30,0,0,1173,4A,67061,12330711,130,0,40,1,oa,0,,1,1962-07-12,63,758,2020-10-13,4,2,2,0,1
13640,13640,7705,2025-06-30,0,0,1086,3,67059,14130711,730,0,40,2,oa,0,,1,1987-10-10,37,455,1987-10-10,37,2,1,0,1
17703,17703,89105,2025-06-30,0,0,1102,58,67071,31320351,420,0,40,1,oa,0,,1,1970-12-31,54,656,2021-12-01,3,1,9,998,9
40408,40408,137001,2025-06-30,0,0,150,6,67067,42120621,320,0,40,1,oa,121,,3,1980-06-14,45,543,2018-03-20,7,1,9,998,9
148923,148923,114227,2025-06-30,0,0,805,19,67063,15280531,630,0,40,1,oa,0,,1,1964-09-17,61,732,2015-01-01,10,2,2,0,1
170607,170607,142292,2025-06-30,0,0,929,12,67067,41130331,310,0,40,2,oa,166,,3,2007-05-17,18,220,2022-07-25,3,1,9,998,9
87932,87932,95743,2025-06-30,0,0,431,115,67067,52180211,230,0,40,1,rk,130,,3,1939-03-23,86,1037,2023-01-16,2,4,9,998,9
112719,112719,170249,2025-06-30,0,0,59,1,67071,31130811,410,0,40,1,oa,0,161.0,2,2024-05-27,1,15,2024-05-27,1,1,9,998,9
43328,43328,108050,2025-06-30,0,0,173,62,67067,52141712,230,0,40,2,oa,155,,3,2000-03-22,25,305,2012-11-06,12,1,9,998,9
7827,7827,134012,2025-06-30,0,0,1044,3,67067,41110211,310,0,40,2,so,0,,1,1990-10-10,34,419,2018-07-01,7,1,9,998,9
151588,151588,109816,2025-06-30,0,0,828,7,67071,35111261,440,0,40,2,oa,0,164.0,2,2014-10-02,10,131,2014-10-02,10,1,9,998,9
87298,87298,159025,2025-06-30,0,0,429,38,67063,13130441,710,0,40,1,oa,439,,3,1981-07-09,44,530,2024-02-15,1,5,9,998,9
166191,166191,156325,2025-06-30,0,0,907,26,67061,12220331,120,0,40,1,oa,238,,3,1991-01-07,34,416,2025-01-18,0,2,2,998,9
115782,115782,77853,2025-06-30,0,0,612,11,67069,22142214,520,0,40,1,ev,0,,1,1951-10-08,73,887,1966-12-14,58,3,9,998,9
103170,103170,153590,2025-06-30,0,0,546,58,67059,11220431,110,0,40,1,oa,0,998.0,2,2021-10-12,3,47,2021-10-12,3,1,9,998,9
85641,85641,57276,2025-06-30,0,0,419,5,67069,22160121,520,0,40,1,oa,163,,3,1988-07-01,37,446,2002-08-23,23,2,2,163,3
95117,95117,113096,2025-06-30,0,0,475,10,67063,13260541,720,0,40,1,so,154,,3,1990-03-03,35,426,2020-02-05,5,1,9,998,9
61699,61699,96945,2025-06-30,0,0,261,8H,67067,41241411,330,0,40,2,ev,0,,1,2004-08-04,21,253,2004-08-04,21,1,9,998,9
122011,122011,147400,2025-06-30,0,0,659,88,67063,15220131,610,0,40,1,so,166,,3,1989-01-01,36,440,2024-01-01,1,2,2,423,3
18469,18469,58078,2025-06-30,0,0,1106,39,67067,41220611,330,0,40,2,oa,0,,1,1963-12-22,61,740,1964-01-23,61,2,1,0,1
31602,31602,174138,2025-06-30,0,0,125,14,67059,11150641,110,0,40,1,rk,137,,3,1968-11-20,56,681,2023-08-01,2,2,2,137,3
119707,119707,66883,2025-06-30,0,0,63,23B,67069,23421141,530,0,40,1,so,0,163.0,2,2013-10-04,11,143,2013-10-04,11,1,9,998,9
71541,71541,80378,2025-06-30,0,0,333,22,67071,31470421,430,0,40,1,oa,0,,1,2007-03-22,18,221,2007-03-22,18,1,9,998,9
41351,41351,130012,2025-06-30,0,0,162,4,67065,41110411,310,0,40,1,oa,423,,3,2003-09-01,22,264,2016-05-04,9,5,9,998,9
89571,89571,165673,2025-06-30,0,0,438,54,67059,11160441,110,0,40,2,oa,0,,1,1963-02-23,62,750,2025-05-01,0,4,9,998,9
164865,164865,72412,2025-06-30,0,0,898,2,67061,12330241,130,0,40,1,ev,0,,1,2007-07-03,18,218,2007-07-03,18,1,9,998,9
54712,54712,122401,2025-06-30,0,0,224,47,67063,13120321,710,0,40,1,oa,0,221.0,2,2018-08-29,7,84,2018-08-29,7,1,9,998,9
39163,39163,13332,2025-06-30,0,0,148,42,67059,14140113,730,0,40,1,ev,0,,1,1952-11-10,72,874,1952-11-10,72,2,2,0,1
76829,76829,161673,2025-06-30,0,0,361,12,67063,13130131,720,0,40,2,ev,125,,3,2017-05-02,8,100,2025-06-01,0,1,9,998,9
46432,46432,22662,2025-06-30,0,0,17,9,67071,31140721,410,0,40,1,oa,0,,1,1962-04-02,63,761,2007-11-23,17,2,2,476,2
80676,80676,126042,2025-06-30,0,0,385,28,67069,22150111,520,0,40,1,oa,0,,1,1983-10-10,41,503,2019-04-01,6,2,2,0,1
95597,95597,132924,2025-06-30,0,0,475,48,67063,13260841,720,0,40,2,so,126,,3,2005-03-04,20,246,2017-08-15,8,1,9,998,9
91118,91118,46438,2025-06-30,0,0,448,54,67063,13230331,720,0,40,1,oa,163,,3,2007-09-11,18,216,2007-09-11,18,1,9,998,9
10529,10529,6630,2025-06-30,0,0,1066,10,67067,52120831,230,0,40,2,ev,0,,1,1947-12-21,77,932,2025-01-01,0,3,9,998,9
40599,40599,9974,2025-06-30,0,0,155,17,67069,21130332,510,0,40,1,ev,0,,1,1946-07-30,79,949,2025-01-01,0,2,2,0,1
110275,110275,35061,2025-06-30,0,0,584,19,67071,31450413,430,0,40,2,rk,0,,1,1983-08-31,42,504,2013-12-01,11,2,1,0,1
174138,174138,84092,2025-06-30,0,0,951,26,67065,41131012,310,0,40,2,oa,0,,1,2004-11-10,20,250,2007-06-01,18,1,9,998,9
117434,117434,16233,2025-06-30,0,0,621,43,67065,51320621,220,0,40,1,so,0,,1,1986-11-17,38,466,1994-10-01,30,2,2,163,2
15722,15722,44721,2025-06-30,0,0,1098,41,67065,51390221,220,0,40,2,ev,0,,1,1939-09-01,86,1032,2025-01-01,0,3,9,998,9
117927,117927,134017,2025-06-30,0,0,625,54,67061,12250731,120,0,40,1,oa,0,,1,1952-11-12,72,874,2018-08-01,7,1,9,998,9
10554,10554,34624,2025-06-30,0,0,1066,19,67067,52121511,230,0,40,1,ev,0,,1,1969-10-01,55,671,1995-03-01,30,2,2,0,1
19360,19360,169191,2025-06-30,0,0,1110,16,67063,13160231,710,0,40,2,oa,166,,3,1998-03-20,27,329,2024-03-22,1,2,1,998,9
51063,51063,65434,2025-06-30,0,0,203,112,67071,31151611,410,0,40,1,oa,0,,1,1970-02-10,55,667,1970-02-10,55,2,2,0,1
15685,15685,66353,2025-06-30,0,0,1098,34,67065,51380332,220,0,40,1,oa,0,,1,1974-02-15,51,619,1989-12-04,35,2,2,163,2
97662,97662,155333,2025-06-30,0,0,484,38,67065,51211821,220,0,40,1,oa,0,,1,2002-08-21,23,276,2025-06-01,0,1,9,998,9
16318,16318,123537,2025-06-30,0,0,109,72,67059,14191611,730,0,40,1,oa,258,,3,1993-01-01,32,392,2018-10-16,6,5,9,998,9
25962,25962,134370,2025-06-30,0,0,1147,28,67061,12310131,130,0,40,1,oa,436,,3,1992-08-05,33,397,2021-01-01,4,2,2,436,3
137501,137501,148118,2025-06-30,0,0,747,32,67071,31341235,430,0,40,2,oa,150,,3,2012-08-18,13,156,2022-04-23,3,1,9,998,9
11993,11993,123641,2025-06-30,0,0,1071,20,67063,15280711,630,0,40,2,oa,0,,1,2017-08-17,8,97,2017-08-17,8,1,9,998,9
115800,115800,95738,2025-06-30,0,0,612,11,67069,22142214,520,0,40,2,oa,0,,1,1968-07-01,57,686,2004-04-01,21,4,9,998,9
147631,147631,104822,2025-06-30,0,0,798,6,67065,41120611,310,0,40,1,oa,0,,1,1955-10-04,69,839,2009-12-01,15,1,9,998,9
23127,23127,164112,2025-06-30,0,0,1137,79,67061,12240121,120,0,40,1,ev,0,,1,2002-09-08,23,276,2023-10-14,1,1,9,998,9
75114,75114,175041,2025-06-30,0,0,353,20,67071,31450811,430,0,40,2,so,166,,3,1976-11-06,48,586,2022-03-01,3,2,1,125,3
71275,71275,62749,2025-06-30,0,0,330,4,67067,52121111,230,0,40,2,oa,121,,3,1987-09-19,37,455,2012-08-04,13,4,9,998,9
61282,61282,173962,2025-06-30,0,0,260,22,67065,51120441,210,0,40,1,oa,150,,3,2000-02-19,25,306,2024-06-03,1,1,9,998,9
52064,52064,78592,2025-06-30,0,0,206,6,67071,31450211,430,0,40,1,oa,0,,1,1954-09-26,70,851,2025-01-01,0,2,2,0,1
127661,127661,43970,2025-06-30,0,0,690,4,67059,11120431,110,0,40,2,oa,0,,1,1935-05-21,90,1083,2025-01-01,0,3,9,998,9
158519,158519,40291,2025-06-30,0,0,862,50,67067,52160923,230,0,40,2,oa,129,,3,1977-01-30,48,583,2007-03-15,18,2,1,0,2
64724,64724,27691,2025-06-30,0,0,283,39,67069,21141425,510,0,40,2,oa,0,,1,1964-11-09,60,730,1996-10-01,28,2,1,0,1
46716,46716,18371,2025-06-30,0,0,180,4,67067,41320411,240,0,40,1,oa,0,,1,1981-11-10,43,526,1981-11-10,43,1,9,998,9
134633,134633,136811,2025-06-30,0,0,722,89,67065,51240511,220,0,40,2,oa,0,163.0,2,2017-07-18,8,97,2017-07-18,8,1,9,998,9
96126,96126,16303,2025-06-30,0,0,476,20,67065,52150611,230,0,40,2,rk,0,152.0,2,1967-06-09,58,699,2006-07-18,19,2,1,137,2
24827,24827,69159,2025-06-30,0,0,1145,6,67071,31490431,420,0,40,1,oa,150,170.0,3,1978-11-29,46,561,2009-07-10,16,2,2,150,3
90345,90345,97921,2025-06-30,0,0,442,5,67061,12120411,210,0,40,2,oa,0,163.0,2,2004-09-30,20,251,2025-03-01,0,1,9,998,9
181178,181178,84320,2025-06-30,0,0,9,109,67071,31470131,430,0,40,2,rk,0,,1,2003-11-17,21,262,2006-06-01,19,1,9,998,9
45292,45292,143437,2025-06-30,0,0,17,1,67071,31140121,410,0,40,1,oa,163,,3,1997-11-03,27,334,2022-05-18,3,2,2,0,2
175255,175255,107354,2025-06-30,0,0,959,19,67063,15220731,610,0,40,1,oa,0,163.0,2,2011-09-30,13,167,2011-09-30,13,1,9,998,9
21466,21466,85516,2025-06-30,0,0,1127,7,67071,31161811,410,0,40,1,ev,0,,1,2007-02-02,18,223,2007-02-02,18,1,9,998,9
172412,172412,4442,2025-06-30,0,0,941,20,67071,35130131,440,0,40,2,rk,137,,3,1947-12-25,77,932,2022-03-01,3,3,9,998,9
7968,7968,77192,2025-06-30,0,0,1048,108,67067,41130413,310,0,40,2,oa,160,,3,1976-09-29,48,587,2007-07-01,18,2,1,0,2
48835,48835,15335,2025-06-30,0,0,192,33A,67059,14120521,730,0,40,2,ev,0,,1,1950-10-21,74,898,1993-02-15,32,2,1,0,1
101096,101096,140944,2025-06-30,0,0,530,33,67063,13140411,710,0,40,2,rk,130,,3,1969-10-12,55,671,2019-07-01,6,2,1,130,3
62334,62334,33790,2025-06-30,0,0,266,46,67071,35120943,440,0,40,1,oa,0,,1,1968-08-15,57,685,1993-07-01,32,2,2,0,1
64859,64859,68697,2025-06-30,0,0,284,13A,67071,31161111,410,0,40,1,oa,0,,1,2003-01-16,22,272,2013-12-01,11,1,9,998,9
42492,42492,22006,2025-06-30,0,0,167,66,67069,21240421,510,0,40,1,oa,129,,3,1985-01-04,40,488,2006-07-01,19,1,9,998,9
126702,126702,1462,2025-06-30,0,0,683,48,67071,35141141,440,0,40,1,rk,0,,1,1977-05-28,48,579,2010-08-01,15,2,2,0,1
40707,40707,38731,2025-06-30,0,0,158,16,67063,15270441,610,0,40,1,so,130,,3,1967-10-20,57,694,2014-02-11,11,1,9,998,9
49381,49381,170999,2025-06-30,0,0,196,132,67063,15210431,610,0,40,1,oa,121,,3,1985-04-29,40,484,2023-02-02,2,5,9,998,9
62878,62878,20021,2025-06-30,0,0,26,5,67071,35141111,440,0,40,1,ev,0,,1,1958-08-28,67,804,1960-01-08,65,2,2,0,1
106444,106444,56810,2025-06-30,0,0,560,50,67071,31140611,410,0,40,2,ev,0,,1,1961-10-09,63,767,1978-11-18,46,2,1,0,1
45490,45490,5358,2025-06-30,0,0,17,16,67071,31141011,410,0,40,1,oa,0,,1,1938-09-15,87,1044,2025-01-01,0,3,9,998,9
59834,59834,164818,2025-06-30,0,0,253,5,67067,41211521,330,0,40,2,so,163,,3,1993-02-02,32,391,2023-10-20,1,2,1,163,3
85532,85532,26987,2025-06-30,0,0,418,74E,67063,15130123,620,0,40,2,oa,0,,1,1967-02-07,58,703,2025-01-01,0,2,1,0,1
49532,49532,73701,2025-06-30,0,0,196,143,67063,15220411,610,0,40,2,ev,0,,1,1939-03-14,86,1038,2025-01-01,0,2,1,0,1
44074,44074,64728,2025-06-30,0,0,175,40,67069,23410531,530,0,40,1,ev,0,,1,1973-06-30,52,626,1996-08-01,29,2,2,0,1
65652,65652,60748,2025-06-30,0,0,287,42,67071,31140821,410,0,40,1,so,0,,1,1996-03-04,29,354,2025-01-01,0,1,9,998,9
180536,180536,27741,2025-06-30,0,0,993,12,67061,12250431,120,0,40,2,so,154,,3,1971-05-06,54,652,2007-12-26,17,1,9,998,9
119033,119033,124223,2025-06-30,0,0,636,111,67061,12340121,130,0,40,1,so,125,,3,1999-06-14,26,315,2018-03-01,7,2,2,998,9
94786,94786,37989,2025-06-30,0,0,474,37,67065,51370531,220,0,40,1,oa,163,,3,1975-10-25,49,598,1998-09-01,27,2,2,163,3
131765,131765,73116,2025-06-30,0,0,711,5,67071,31322511,430,0,40,1,ev,0,,1,1938-01-26,87,1051,1938-01-26,87,2,2,0,1
105717,105717,136954,2025-06-30,0,0,554,90,67063,13160131,720,0,40,2,oa,0,,1,2018-01-15,7,92,2018-01-15,7,1,9,998,9
137165,137165,118140,2025-06-30,0,0,747,30,67071,31341234,430,0,40,2,oa,0,438.0,2,2016-08-18,9,108,2016-08-18,9,1,9,998,9
49472,49472,67845,2025-06-30,0,0,196,138,67063,15210431,610,0,40,1,oa,0,,1,2000-04-02,25,305,2000-04-02,25,1,9,998,9
176458,176458,144399,2025-06-30,0,0,965,31,67061,12230222,120,0,40,1,oa,154,,3,2000-01-04,25,308,2020-05-31,5,2,2,146,3
134150,134150,55462,2025-06-30,0,0,722,394,67065,42130111,320,0,40,1,oa,0,,1,1958-01-01,67,812,1983-08-01,42,2,2,0,1
44152,44152,126602,2025-06-30,0,0,175,42,67069,23410532,530,0,40,2,oa,0,160.0,2,2018-06-26,7,86,2019-01-01,6,1,9,998,9
174444,174444,102972,2025-06-30,0,0,953,26,67071,31350512,420,0,40,1,oa,261,,3,1978-07-19,47,565,2010-05-14,15,1,9,998,9
150758,150758,29077,2025-06-30,0,0,824,4,67071,31330631,420,0,40,1,ev,0,,1,2000-07-04,25,302,2000-07-04,25,1,9,998,9
95870,95870,134722,2025-06-30,0,0,475,72,67063,15241131,610,0,40,2,oa,0,,1,2018-10-28,6,82,2018-10-28,6,1,9,998,9
91368,91368,179224,2025-06-30,0,0,451,2,67065,51120331,210,0,40,2,ev,0,,1,2024-08-31,1,12,2024-08-31,1,1,9,998,9
146980,146980,43838,2025-06-30,0,0,793,6,67061,12310331,130,0,40,1,oa,0,170.0,2,2005-11-02,19,238,2005-11-02,19,1,9,998,9
62188,62188,3784,2025-06-30,0,0,266,18,67071,35121041,440,0,40,2,oa,0,,1,1937-05-28,88,1059,2025-01-01,0,1,9,998,9
156704,156704,147614,2025-06-30,0,0,850,32,67063,13120441,710,0,40,2,rk,130,,3,2019-10-30,5,70,2022-04-09,3,1,9,998,9
79453,79453,181548,2025-06-30,0,0,370,34,67061,12120211,210,0,40,2,rk,0,,1,1998-06-22,27,326,2023-10-01,1,1,9,998,9
111883,111883,125189,2025-06-30,0,0,592,24,67067,42111033,320,0,40,1,oa,0,137.0,2,2018-07-18,7,85,2018-07-18,7,1,9,998,9
84685,84685,90370,2025-06-30,0,0,413,33,67069,21220231,510,0,40,1,rk,0,,1,1969-01-23,56,679,2002-12-01,22,2,2,0,1
119422,119422,11821,2025-06-30,0,0,638,28,67063,15141141,620,0,40,2,oa,0,,1,1983-03-08,42,510,2013-05-06,12,2,1,0,1
4985,4985,180461,2025-06-30,0,0,1019,81,67063,15230312,610,0,40,1,ev,0,,1,1999-06-15,26,315,2024-11-01,0,1,9,998,9
5572,5572,17818,2025-06-30,0,0,1021,44,67069,23440511,530,0,40,2,rk,0,129.0,2,1987-09-13,38,456,1987-09-13,38,2,1,0,1
66330,66330,24477,2025-06-30,0,0,28,28,67067,42161321,320,0,40,1,ev,0,,1,1990-10-10,34,419,2021-01-01,4,2,2,0,1
114641,114641,108957,2025-06-30,0,0,605,37,67067,52121031,230,0,40,1,oa,163,,3,1988-09-25,36,443,2012-11-01,12,4,9,998,9
91183,91183,60549,2025-06-30,0,0,448,68,67063,13230231,720,0,40,1,oa,0,,1,1964-08-07,61,733,1964-08-07,61,1,9,998,9
180005,180005,151879,2025-06-30,0,0,987,21,67071,31311241,420,0,40,1,ev,0,,1,2016-04-16,9,113,2020-12-15,4,1,9,998,9
94516,94516,159456,2025-06-30,0,0,472,8,67065,51331131,220,0,40,2,oa,163,,3,1997-08-29,28,336,2025-04-01,0,2,1,163,3
77695,77695,125956,2025-06-30,0,0,364,40,67071,31460231,430,0,40,2,rk,0,137.0,2,2017-11-08,7,94,2017-11-08,7,1,9,998,9
132253,132253,47545,2025-06-30,0,0,712,99,67067,52161511,230,0,40,1,rk,0,,1,2006-05-24,19,231,2006-05-24,19,1,9,998,9
158957,158957,50371,2025-06-30,0,0,869,15,67071,31351233,420,0,40,1,oa,0,,1,1952-09-17,73,876,1992-06-01,33,2,2,0,1
17389,17389,38770,2025-06-30,0,0,10,9,67071,31440122,430,0,40,1,so,0,,1,1997-10-04,27,335,2018-10-01,6,2,2,163,2
175316,175316,141068,2025-06-30,0,0,959,22,67063,15220621,610,0,40,2,so,125,,3,1958-12-04,66,801,2019-10-29,5,5,9,998,9
156717,156717,181513,2025-06-30,0,0,850,32,67063,13120441,710,0,40,1,rk,0,130.0,2,2023-12-15,1,21,2023-12-15,1,1,9,998,9
30357,30357,141829,2025-06-30,0,0,118,73,67059,11230211,110,0,40,1,oa,0,,1,2016-01-05,9,116,2020-04-14,5,1,9,998,9
13916,13916,160665,2025-06-30,0,0,108,51,67061,12250321,120,0,40,1,rk,152,,3,2010-09-24,14,179,2021-04-01,4,1,9,998,9
88902,88902,128943,2025-06-30,0,0,438,15,67059,11220521,110,0,40,1,so,285,,3,1995-12-20,29,356,2019-04-02,6,1,9,998,9
179481,179481,62754,2025-06-30,0,0,984,11,67061,12220211,120,0,40,1,so,0,,1,1967-05-10,58,700,2025-01-01,0,2,2,163,2
38811,38811,10765,2025-06-30,0,0,147,1,67063,15280231,630,0,40,1,oa,0,,1,2013-03-12,12,150,2013-03-12,12,1,9,998,9
48029,48029,57719,2025-06-30,0,0,184,64,67069,22161251,520,0,40,2,rk,137,,3,1991-12-16,33,405,1994-08-01,31,2,1,137,3
103205,103205,32551,2025-06-30,0,0,546,62,67059,11220431,110,0,40,1,oa,144,,3,1967-11-22,57,693,1991-11-05,33,2,2,170,3
149871,149871,138941,2025-06-30,0,0,813,45,67071,35121132,440,0,40,1,oa,0,,1,1964-07-30,61,733,2020-01-06,5,1,9,998,9
17942,17942,137610,2025-06-30,0,0,1103,35,67065,51380421,220,0,40,2,rk,262,,3,1993-03-30,32,389,2019-10-04,5,1,9,998,9
157252,157252,31694,2025-06-30,0,0,850,65,67063,13130121,720,0,40,2,so,163,,3,1968-08-25,57,684,1990-06-15,35,2,1,0,2
53332,53332,57914,2025-06-30,0,0,217,1,67069,22170761,520,0,40,2,rk,0,,1,1961-03-01,64,774,1984-11-30,40,0,9,998,9
96303,96303,49922,2025-06-30,0,0,476,55,67065,52160313,230,0,40,1,oa,0,152.0,2,1951-06-14,74,891,2007-02-01,18,2,2,0,1
60831,60831,145713,2025-06-30,0,0,255,98,67069,21220111,510,0,40,1,oa,436,,3,1985-05-20,40,483,2024-01-22,1,5,9,998,9
53409,53409,76919,2025-06-30,0,0,219,1,67059,11160421,110,0,40,1,rk,0,,1,1953-05-21,72,867,1989-08-28,36,2,2,0,1
61710,61710,3496,2025-06-30,0,0,261,9,67067,41240141,330,0,40,2,oa,0,,1,1941-03-05,84,1014,1941-03-05,84,3,9,998,9
68749,68749,7165,2025-06-30,0,0,312,35,67061,12130121,210,0,40,2,so,0,,1,1968-01-05,57,692,2006-10-11,18,4,9,998,9
100586,100586,38919,2025-06-30,0,0,529,30,67069,21140241,510,0,40,2,oa,0,,1,2000-04-04,25,305,2000-04-04,25,1,9,998,9
70221,70221,140889,2025-06-30,0,0,317,74,67059,14170311,730,0,40,2,oa,0,,1,2019-09-07,6,72,2019-09-07,6,1,9,998,9
7749,7749,102506,2025-06-30,0,0,1044,26,67067,41110523,310,0,40,2,ev,0,,1,1969-01-20,56,679,2008-09-04,17,1,9,998,9
10905,10905,156335,2025-06-30,0,0,1067,26,67059,14120323,730,0,40,1,oa,0,,1,1984-01-06,41,500,2023-09-01,2,1,9,998,9
93777,93777,72585,2025-06-30,0,0,469,152,67065,41320121,240,0,40,1,ev,0,,1,1935-02-01,90,1087,1957-08-13,68,2,2,0,1
139155,139155,76773,2025-06-30,0,0,758,148,67061,12350642,130,0,40,1,oa,0,,1,1950-06-24,75,902,2025-01-01,0,2,2,0,1
110,110,141042,2025-06-30,0,0,1002,1,67063,15130711,620,0,40,2,oa,0,137.0,2,2019-07-08,6,74,2019-07-08,6,1,9,998,9
173699,173699,5477,2025-06-30,0,0,950,33,67067,41220421,330,0,40,2,ev,0,,1,1948-02-18,77,930,2025-01-01,0,2,1,0,1
76624,76624,24579,2025-06-30,0,0,358,49,67069,21230531,510,0,40,2,oa,0,130.0,2,1961-05-14,64,772,1989-02-28,36,4,9,998,9
70235,70235,32100,2025-06-30,0,0,317,76,67059,14170311,730,0,40,2,oa,0,,1,1995-09-07,30,360,1995-09-07,30,2,1,0,1
140919,140919,32031,2025-06-30,0,0,758,50,67061,51371311,220,0,40,2,oa,163,,3,1968-05-20,57,687,1971-09-22,53,2,1,998,9
101667,101667,96636,2025-06-30,0,0,538,19,67071,31321621,430,0,40,1,oa,0,163.0,2,2004-04-23,21,256,2004-04-23,21,1,9,998,9
44956,44956,53417,2025-06-30,0,0,179,11,67059,14120912,730,0,40,1,rk,137,,3,1957-01-22,68,823,1968-10-23,56,2,2,137,3
42512,42512,181940,2025-06-30,0,0,167,66,67069,21240421,510,0,40,1,oa,155,,3,2024-03-23,1,17,2024-03-23,1,1,9,998,9
52641,52641,63814,2025-06-30,0,0,213,28,67065,41430221,240,0,40,2,oa,0,,1,1990-06-23,35,422,2013-11-01,11,2,1,0,1
114868,114868,116640,2025-06-30,0,0,607,27,67069,23430421,530,0,40,2,oa,0,,1,1963-06-13,62,747,2016-08-31,9,2,1,0,1
41093,41093,61789,2025-06-30,0,0,15,5,67059,14120111,730,0,40,2,oa,0,451.0,2,1982-02-09,43,523,2013-01-01,12,2,1,0,1
46618,46618,24593,2025-06-30,0,0,180,21,67067,41320822,240,0,40,2,ev,0,,1,1967-12-01,57,693,1987-08-15,38,2,1,0,1
31026,31026,89773,2025-06-30,0,0,120,23,67063,15270311,610,0,40,1,oa,0,,1,1969-02-18,56,678,2025-01-01,0,2,2,0,1
131000,131000,140183,2025-06-30,0,0,707,113,67071,31910311,420,0,40,2,oa,165,,3,1969-04-21,56,676,2020-03-01,5,1,9,998,9
121995,121995,27467,2025-06-30,0,0,659,82,67063,15220131,610,0,40,1,rk,0,,1,1964-05-30,61,735,1987-02-20,38,2,2,0,1
173340,173340,74186,2025-06-30,0,0,949,14,67069,21120921,510,0,40,2,ev,0,,1,1943-07-29,82,985,1943-07-29,82,3,9,998,9
67502,67502,63785,2025-06-30,0,0,300,11,67065,51120611,210,0,40,1,rk,0,154.0,2,2013-09-26,11,143,2013-09-26,11,1,9,998,9
129732,129732,153240,2025-06-30,0,0,697,3,67063,15210621,610,0,40,1,ev,0,,1,1988-11-07,36,442,2022-06-01,3,2,2,0,1
170691,170691,11197,2025-06-30,0,0,929,28,67067,41130231,310,0,40,2,so,163,,3,1950-01-01,75,908,1971-11-10,53,1,9,998,9
171110,171110,177187,2025-06-30,0,0,933,14,67063,13260241,720,0,40,2,oa,475,,3,2006-10-01,18,227,2023-04-25,2,1,9,998,9
19579,19579,57280,2025-06-30,0,0,1110,7,67063,13160311,710,0,40,1,so,163,,3,1961-10-20,63,766,2002-08-23,23,2,2,163,3
165920,165920,133758,2025-06-30,0,0,907,1,67061,12330831,130,0,40,2,so,130,122.0,3,1978-12-28,46,560,2018-07-26,7,2,1,122,3
